NH3-N,TN,TKN,TP,Orthophosphate,SST,WATER TEMP.,CONDUCTIVITY,pH,OD mg/L
16.737749,20.38349,20.358982,2.86962,1.46273,88.25,32.1,726,7.5,8.22
0.0629,0.8417,0.7769,0.2923,0.0316,22.5,28.5,133.7,,
0.2905,1.2048,1.1282,0.17507,0.133,30,29.8,210,,
0.073,0.254,0.133,0.056,0.024,19.3,24.5,144,8,8.3
0.071,0.897,0.88,0.131,0.039,42,33.2,239,7.4,5.5
0.05973,0.330102,0.2887,0.0783,0.053327,11,25.5,135,8,7.29
0.026296,1.043589,0.669289,0.147254,0.1201,7,34,220,7.7,6.23
0.065832,0.367877,0.339177,0.077232,0.03774,10.5,24.8,125,7.4,3.7
0.351519,1.715008,1.530452,0.356468,0.128555,43,32.5,247,7.6,3.7
0.0592,0.550091,0.471343,0.042815,0.023519,14,23.4,132,7.7,8
0.34564,1.124437,0.959565,0.197562,0.153647,25.5,32.2,225,,5.8
0.159572,0.716792,0.607572,0.046757,0.029463,10,29.6,177,8,5.8
0.039525,1.026937,1.012195,0.122593,0.050708,26.5,37.1,225,9,10.7
0.152927,2.254036,2.056427,0.333668,0.058242,54.29,20.8,104,8.9,8.1
0.05984,0.594956,0.45533,0.062782,0.032326,19,21.1,153,8,7.9
0.050341,0.679049,0.632937,0.161937,0.052174,15.8,26.4,153.9,8.8,6.4
0.4144,0.6165,0.4144,0.1422,0.2138,17,,233,7.43,2.74
0.0353,0.3903,0.3293,0.0453,0.0212,8,28.3,131,,
0.2134,1.5529,1.5122,0.23654,0.0714,23,30,211,,
0.065,0.46,0.35,0.038,0.025,10,23.6,143,7.6,6.6
0.051,0.457,0.437,0.031,0.027,10,31.9,218,7.7,4.8
0.053267,0.46894,0.4462,0.0731,0.045354,11,27,136,7.5,6.75
0.028229,0.788748,0.709348,0.153968,0.063,9,32,223,7.2,5.43
0.062553,0.395134,0.390332,0.077751,0.021161,6.5,26.4,134,7.9,3.8
0.277843,0.885421,0.878633,0.16478,0.06494,24,32.9,230,7.9,7.3
0.043211,0.482004,0.449961,0.045569,0.01376,14.5,24.2,135,7.8,8.4
0.078029,1.231227,0.844146,0.124559,0.041471,14,32.4,228,8.5,8.9
0.434162,0.602183,0.563712,0.047672,0.029819,10,30.2,175,8.3,7.8
0.116143,0.922339,0.911053,0.088774,0.03607,10,32.4,225,9.4,10.9
0.187598,0.864936,0.563498,0.121265,0.06664,35,21.7,116,8,7.8
0.072958,0.65199,0.517998,0.069946,0.035921,10.5,21.4,162,8,8.3
0.021925,0.449799,0.437551,0.113204,0.044225,12.83,29.3,165.9,8.6,7.5
0.482,0.6064,0.482,0.1504,0.1861,14,,242,7.27,3.47
0.0496,0.6774,0.6484,0.1728,0.018,22,29.2,133.5,7.92,5.45
0.112,1.4786,1.4735,0.25056,0.0855,14.38,30.7,213,7.27,3.96
0.079,0.509,0.32,0.071,0.01,13,27.9,154,7.5,7.6
0.046,0.733,0.694,0.095,0.026,32,34.3,232,7.8,5.5
0.033085,0.360803,0.331,0.0815,0.049547,18,,140,7.3,6.18
0.013993,0.709612,0.699212,0.155789,0.078,6,33,261,7.2,6.61
0.06475,0.437471,0.433271,0.066666,0.028993,9,27.7,138,8,3.5
0.191297,0.706556,0.700944,0.147534,0.087197,12.5,,1140,7.6,3.8
0.063807,0.495775,0.491216,0.045276,0.011871,11.5,25.1,137,7.9,9.4
0.373484,1.487076,1.453272,0.186788,0.056992,24.5,34.2,253,8.4,9.2
0.17519,0.982882,0.95433,0.10027,0.028067,10.5,32.4,188,8.6,7.6
0.285757,1.380079,1.375767,0.183159,0.039715,19.5,33.5,238,8.9,9.4
0.091288,0.87804,0.620958,0.109623,0.053425,17.5,22.3,120,8,7.6
0.113484,0.64999,0.532454,0.065569,0.028002,19,23.4,150,8.5,9.9
0.026457,0.613924,0.600126,0.126837,0.042316,17.95,31.9,169.3,8.3,6.2
0.8531,1.3547,1.1622,0.1712,0.1761,10,,238,7.52,3.42
0.0575,0.6122,0.592,0.203,0.0092,9.5,29.9,138.9,7.65,5.32
0.1103,1.3617,1.3558,0.21103,0.0603,9.44,31.3,216,7.16,3.8
0.169,0.856,0.67,0.046,0.016,11.5,27.8,148,7.5,6.6
0.058,0.603,0.56,0.074,0.034,12,32.8,224,7.6,5.7
0.091458,0.351586,0.32666,0.080273,0.04197,6,27.5,155,8.2,5.91
0.031613,0.79075,0.78175,0.171496,0.0797,7,32,224,6.7,
0.069261,0.352676,0.349627,0.054112,0.004178,10,27.9,127,8.3,3.3
0.219198,0.748017,0.741349,0.165369,0.067765,16.67,31.8,225,8.4,5.4
0.047828,0.467662,0.457042,0.036722,0.013341,10,24.3,135,7.8,8.5
0.649688,0.798976,0.704847,0.222402,0.080837,46,32.1,228,7.9,4.5
0.115172,1.017789,0.997522,0.077284,0.029791,10.5,31.3,175,8.7,8.2
0.013154,0.979984,0.956194,0.095261,0.020689,10,31.1,222,8.7,7.4
0.101082,1.01412,0.687922,0.107318,0.048871,19,21.4,118,7.8,6.7
0.074649,0.542775,0.425999,0.049021,0.029015,11,21.3,166,8.1,7.9
0.023171,0.572858,0.561317,0.136072,0.06032,12.45,32,167.1,8.4,7.4
0.0783,0.1058,0.0783,0.0567,0.0246,133.3333,,53500,8.07,7.49
0.039,0.1098,0.0873,0.2198,0.0386,344,,25300,8.21,10.73
0.0095,0.0411,0.0253,0.096,0.0345,39,27,61300,7.97,8.16
0.0207,0.0669,0.0438,0.1484,0.0558,11.33,31.4,57700,8.11,8.25
0.101,0.3744,0.2377,0.1747,0.0574,26.5,32.6,74700,8,7.7
0.0423,1.3833,1.3699,0.11792,0.0247,20,27.4,47800,8.06,
0.037,1.943,1.931,0.181,0.02,30,26.3,53200,8.31,9.69
0.087,2.05,2.022,0.276,0.047,57,31.8,75400,8.2,8.8
0.041,1.814,1.777,0.138,0.329,18.1,31.4,73500,7.9,7.8
0.035,1.725,1.692,0.037,0.008,36,30.8,80800,7.8,7.9
0.031681,1.453912,1.443112,0.083983,0.026479,32.24,26.6,54400,8.5,8.82
0.058293,2.075315,2.058182,0.114106,0.05043,59.23,25.2,55500,7.9,6.89
0.07553,1.749647,1.728968,0.178648,0.118131,132.86,32.6,67900,7.8,7.81
0.042803,1.110584,1.073388,0.316275,0.052079,55,32.9,76600,7.9,7.67
0.124632,2.195861,2.189037,0.138866,0.022798,55.33,25.3,51200,9.2,8.4
0.043156,2.141476,2.11113,0.211161,0.056741,32.67,27.8,53900,8.6,7.6
0.172351,2.182469,2.173155,0.106548,0.045907,60.83,,67400,8.7,5.3
0.040187,1.747119,1.741077,0.136082,0.036753,26,32.9,66500,8.8,7.3
0.20302,2.43997,2.43526,0.0992,0.0313,16,23.5,47500,8.3,9
0.0399,1.96794,1.94349,0.0979,0.0576,25.5,29.4,58500,8.5,9.3
0.14601,1.79478,1.7851,,,23.5,31.3,65400,8,7.4
0.1935,1.137494,1.116319,0.0785,0.0306,46,34.3,73500,8,8
0.014486,0.721239,0.656606,0.0596,0.0691,21,22.9,49700,8.2,8.3
0.130979,2.191912,2.117919,0.0526,0.0828,15.5,26.1,46100,8.3,7.8
0.016912,1.41861,1.350112,0.0638,0.0523,42,28.8,54000,8.2,6.9
0.078029,1.969439,1.833739,0.0981,0.0211,14.5,27.3,49100,8.2,7.4
0.243647,2.276298,2.16134,0.1241,0.0341,117.4167,31.1,69100,7.6,6.6
0.1234,1.4538,1.4245,0.0522,0.0376,55.5,,55700,8.02,7.31
0.0157,0.0665,0.0411,0.1744,0.0456,256.6667,29,68900,8.19,9.09
0.0304,0.0988,0.0646,0.0692,0.0518,25.42,32,77000,8.08,8.12
0.1271,0.1991,0.1631,0.1037,0.0418,25.67,31.2,73900,7.96,7.36
0.0108,0.0343,0.0108,0.08198,0.0413,32.5,29.7,37200,8.32,9.43
0.052,2.254,2.234,0.24,0.019,84.29,26.5,49900,8.34,10.22
0.053,1.225,1.209,0.239,0.034,58,32.7,80100,8.4,11.2
0.08,2.09,2.037,0.155,0.04,27.5,29.8,72100,7.9,8.5
0.033,1.711,1.694,0.092,0.013,28.5,30.9,72800,8.1,7.9
0.036544,1.633826,1.616426,0.067734,0.020456,34.67,26.5,52100,8.4,7.14
0.061271,2.258266,2.236265,0.21548,0.070463,166.25,25.7,55000,7.9,5.8
0.046561,1.766592,1.743067,0.191072,0.150116,82,34.3,69600,7.8,8.73
0.044914,1.012344,0.982809,0.341606,0.065626,70,31.3,76400,7.8,6.93
0.136876,2.290887,2.284385,0.173261,0.049629,69,27.2,50500,6.2,10.5
0.06729,2.169259,2.131107,0.244795,0.061519,26,27.5,51700,8.5,7.3
0.126086,2.213849,2.205058,0.179178,0.001,148,31.1,66600,8,6.2
0.052007,1.793377,1.783208,0.114929,0.032282,20.5,32.8,66300,8.7,7
0.255,2.2657,2.19696,0.1139,0.0373,25,22.7,42600,8.3,8.6
0.1321,2.181,2.15467,0.1555,0.1435,32.5,30.7,58900,8.3,9.9
0.16067,1.65271,1.63169,0.0955,0.0503,22.5,31.2,65800,8.1,7.8
0.1983,1.145699,1.097871,0.0877,0.0318,65,34.3,74800,8,8.3
0.051573,0.869857,0.803533,0.066,0.0555,25.5,22.7,48900,8.2,8.2
0.156781,2.186577,2.109461,0.0583,0.0448,24.5,26.3,43200,8.3,7.9
0.009221,1.333644,1.252471,0.0754,0.0411,39,29.9,55900,8.3,8.9
0.043444,2.000934,1.843534,0.1103,0.0567,13,26.4,47900,8.3,7.8
0.333679,2.012862,1.957623,0.0927,0.0488,83,30.6,67600,7.8,6.9
0.052,0.0813,0.052,0.0497,0.0327,99.5,,56900,7.98,5.78
0.0237,0.116598,0.094098,0.1925,0.0298,45.5,,35700,8.12,9.92
0.013,0.0598,0.0364,0.1291,0.0238,168,29.1,65100,8.12,9.63
0.0314,0.0816,0.0565,0.1503,0.0614,15,31.5,59200,8.07,8.12
0.1541,0.2437,0.1989,0.1242,0.0573,32.5,32,74100,7.99,7.98
0.0226,1.5515,1.5418,0.1363,0.0235,14.5,27.3,47400,8.18,8.04
0.037,1.623,1.611,0.22,0.017,24.29,27.2,54500,8.28,10.05
0.048,2.121,2.083,0.245,0.04,27,30.8,74300,8,9.3
0.022,1.932,1.886,0.141,0.027,12.1,31,73400,7.9,7.5
0.098,0.996,0.965,0.103,0.031,28,32.7,72700,7.9,7.3
0.036911,1.450889,1.446289,0.068468,0.023894,46.15,27.1,55100,8.5,8.9
0.213764,2.057695,2.039143,0.141492,0.047351,62,26.1,57500,7.8,6.33
0.071541,1.770364,1.747643,0.150652,0.132943,68,32.7,71800,7.6,7.66
0.05534,1.064239,1.055416,0.333717,0.052787,22,32.7,76900,7.9,7.35
0.112167,2.030432,2.016283,0.1227,0.020919,54,25.8,51366,9,9
0.094629,1.857446,1.787467,0.203703,0.0546,37.33,27.7,53800,8.6,6.7
0.140992,2.055275,2.047894,0.10479,0.028676,45.81,31.6,69700,8.9,5.8
0.0446,1.628481,1.611433,0.122859,0.030164,23.5,33.2,67000,8.7,8.2
0.16987,2.25112,2.24581,0.0955,0.031,24,24.1,48000,8.3,9.4
0.0423,2.10598,2.07612,0.0984,0.055,17,29.6,59400,8.5,9.5
0.12038,1.55274,1.54192,0.0786,0.0457,15.5,30.8,65500,8.1,7.8
0.2015,1.126047,1.114977,0.0901,0.0307,33.5,33.7,72500,8.1,7.8
0.056951,0.9678,0.901131,0.0723,0.0581,39.5,23.6,49200,8.2,8.2
0.025378,1.128452,1.091948,0.0677,0.0728,17.5,26.2,48100,8.3,8
0.009122,1.297021,1.237912,0.0589,0.0589,11,29.2,54500,8.3,7.8
0.077253,2.051013,1.824413,0.1136,0.1136,18.5,27.1,47200,8.2,7.7
0.270237,1.912867,1.818437,0.0644,0.0453,49.2,31.2,61700,7.7,6.8
0.2429,0.7019,0.2429,0.1011,0.1924,29,25.12,41562,7.76,4.24
0.275,0.4843,0.275,0.1785,0.076,66.5,27.1,51020,7.63,6.07
0.003,0.0095,0.003,0.0195,0.05967,28,29.1,64100,8.06,7.45
0.0307,0.1251,0.0779,0.0582,0.039,17.33,30.4,42800,8.09,7.14
0.1049,0.1815,0.1432,0.104,0.029,93.13,32.1,61700,8.07,7.08
0.0684,0.1268,0.0684,0.08004,0.0274,17,,53600,8.17,9.16
0.1212,0.4915,0.3628,0.1239,0.0632,37.5,29.1,50200,7.76,6.43
0.067,1.88,1.868,0.085,0.038,42.3,22.6,53550,8.2,5.7
0.228,2.091,2.048,0.572,0.189,60,24.6,44987,7.2,4.5
0.232,1,0.983,0.156,0.051,20,30.4,50827,7.9,7.3
0.038,1.849,1.805,0.239,0.023,46.7,31.6,48900,8.3,10
0.291,3.711,3.103,1.181,0.137,,32.5,19983,7.7,5.3
0.614553,2.278698,1.814598,0.23678,0.1515,59,25.1,34900,7.6,5.33
0.043291,0.527321,0.48233,0.203571,0.0875,37.5,27.6,32800,8.6,13.24
0.142071,1.281703,1.204246,0.1684,0.07391,39,30.8,53300,7.8,6.52
0.078436,,1.611278,0.304485,0.304485,106,32.1,66600,7.8,7.64
0.161527,2.397454,0.8801,0.2603,0.188265,43.33,31.8,,7.8,12.3
0.093173,3.64025,0.936278,0.167759,0.076694,17,,11600,8,5.41
0.435648,2.333993,2.175492,0.347257,0.140635,26.92,29.6,45360,7.5,6.3
0.348538,2.520795,2.351347,0.266261,0.14115,31.76,32.1,41000,7.6,6.6
0.180394,2.896227,2.810098,0.233616,0.061171,58,32.6,49400,8.2,10.8
0.08853,2.052051,1.468426,0.235852,0.088662,10,33.2,31000,8.1,10
0.078141,3.321272,3.104013,0.207555,0.048554,35.29,32.7,40600,8,11
0.145191,2.109459,1.783994,0.300321,0.112338,19.5,30.5,31600,8.3,9.4
0.38194,2.11472,1.7625,0.16211,0.11454,34.5,23.8,25900,7.8,
0.23862,1.51947,1.46589,0.68305,0.60819,10,27.9,45400,7.5,1
0.06195,1.15087,1.08778,0.11188,0.08994,10,29.7,54300,8,9.5
0.357547,3.374713,3.292304,0.71995,0.08881,70.1493,30.9,49500,8.8,13.8
0.51834,2.23158,2.02189,0.21013,0.12327,38.3333,32.2,44000,8.2,7.4
0.16425,1.03712,0.80097,0.32937,0.22165,31.3333,32.5,63100,8.8,5.4
0.0474,1.69791,1.68591,0.17936,0.0358,44,23.8,25620,7.1,2.2
0.42474,1.54499,1.38445,0.28423,0.08259,22.5,26.1,30600,7.8,
0.18078,3.29306,3.10951,0.67653,0.15217,58,29.8,51800,8.4,10.1
0.02435,1.29558,1.26003,0.19409,0.0513,46.6667,33.2,65100,8.1,9.4
0.4324,1.97352,1.77107,0.24695,0.12499,11,27.8,31500,7.8,
0.28417,3.03209,1.78252,0.22797,0.22797,47.2727,25.8,16740,8.1,
0.05833,2.21497,2.09971,0.44975,0.13489,23,25.4,28000,8.3,6.5
0.48834,2.402981,2.24948,0.31734,0.22292,14.6,31.8,61600,8.7,4.6
0.0725,0.4871,0.3101,0.1159,0.0277,33.75,,47156,8.03,5.13
0.181,0.3618,0.2714,0.0972,0.0733,32,21.04,48540,7.49,5.7
0.0354,0.0786,0.057,0.1099,0.0477,53.3333,24.96,51447,8.19,6.88
0.3017,0.9375,0.6196,0.3085,0.1092,56,32,35780,7.89,6.47
0.2017,2.5333,2.3354,0.17815,0.0489,20,30.3,42190,8,8.37
0.024,0.769,0.757,0.1,0.03,12.2,23,56437,8.3,8.1
0.336,1.812,1.75,0.127,0.01,57.7,23.9,53686,8.2,5.4
0.084,1.248,1.234,0.099,0.02,33.6,29.4,53177,8,6.3
0.024,1.533,1.385,0.068,0.028,8.5,,59700,8.4,7.2
0.135,1.408,1.072,0.228,0.053,148,33.7,,7.9,7.1
0.02857,1.191679,1.071279,0.08072,0.0611,33,21.5,50400,7.6,6.62
0.044418,0.335229,0.315625,0.097257,0.0617,34,26,45300,8.2,8.47
0.099619,0.775218,0.753447,0.0606,0.038045,49.67,28.8,57400,8.2,7.59
0.056138,0.998289,0.991489,0.103032,0.0221,16,31.7,67600,8,7.36
0.10385,1.947521,1.5765,0.1762,0.059852,35,32.1,44000,8.1,5.04
0.05257,,0.999138,0.134854,0.053386,23,31.2,27900,8,5.7
0.067006,1.543158,1.454062,0.144159,0.052735,12.5,27.9,58100,7.9,9.3
0.089045,1.807584,1.780478,0.116991,0.05566,54.71,30.5,48640,7.5,7.5
0.052346,2.582891,2.578652,0.046895,0.03004,20.5,31.4,62600,8.2,7
0.037521,1.425957,1.415717,0.098762,0.016126,10,31.5,61200,8.1,7.5
0.012955,3.195156,3.187128,0.029455,0.015643,23,29.8,55400,8.1,7.3
0.023415,1.665627,1.640881,0.030889,0.008946,10,30.3,62200,8.5,7.7
0.09148,2.03504,1.92519,0.09973,0.02508,14,21.4,45800,8,8.3
0.05046,1.03994,0.97022,0.10187,0.08457,10,27.3,53900,8.2,8.27
0.05425,1.08053,1.02564,0.05218,0.06351,10,29.2,61700,8.1,7.9
0.058476,0.930758,0.878946,0.05891,0.03711,26,31.7,66300,8.2,7.7
0.57396,2.12634,1.8899,0.21158,0.13995,23.5,31.8,50100,8.1,5.9
0.31476,1.76499,1.61801,0.17694,0.10099,36,31.6,62600,8,5.5
0.03183,1.25463,1.21891,0.11087,0.04974,36,22.1,41100,8.4,10.3
0.12017,1.15716,1.06005,0.12851,0.07691,10,23.7,40400,8,8.9
0.01866,1.30717,1.26464,0.08546,0.08546,20.5,27.1,53400,8.4,8.5
0.08004,0.98675,0.9795,0.07684,0.03072,39,33.5,65500,8.2,7.3
0.16525,1.50487,1.46488,0.12491,0.05089,29.5,28.2,58400,8.2,10.5
0.25251,2.63965,1.76821,0.17517,0.17517,22.5,24.1,23200,8,5.7
0.04189,2.05752,1.92647,0.10148,0.04982,10,22.2,46300,8.5,8.2
0.03145,0.964998,0.94773,0.06367,0.02601,31.72,31.2,63000,8.3,7.5
0.1255,0.647,0.3826,0.0868,0.001,13.6667,26.2,660,8.06,8.02
0.20629,6.029496,0.208395,0.116522,0.011172,14.455,18.326,1980.74,8.0066,7.3755
0.4277,1.9063,1.1563,0.3052,0.095,24.5,26.7,778,7.79,4.59
0.0328,3.2638,2.8223,0.2893,0.0281,48,28.4,610,8.19,10.59
0.3592,2.2192,2.0428,0.3842,0.0626,51,30.4,529,7.99,5.2
0.2286,2.0511,2.0405,0.2906,0.0083,20,32.8,720,8.34,4.93
0.007,2.437,0.663,0.11,0.008,6.5,30.7,764,7.85,11.17
0.328,3.091,1.666,0.14,0.041,15,27.1,720,7.22,5.04
0.087,1.642,0.194,0.051,0.019,5.67,27.1,693,7.79,7.25
0.047,1.019,0.416,0.067,0.014,9.3,28.6,782,8,9.2
0.174,0.702,0.514,0.161,0.063,9.5,31.5,867,7.8,5.9
0.262,0.666,0.573,0.149,0.115,10,32.6,822,8,5.2
0.104,2.08,0.999,0.217,0.091,95,29.8,382,8,5.1
0.094,2.222,1.403,0.262,0.089,165,30.1,445,7.9,5.4
0.177931,2.173817,0.247617,0.097546,0.0695,10,26.4,662,8.3,6.31
0.073405,1.102013,0.3073,0.111461,0.082369,6,27.9,750,7,5.54
0.283115,1.542235,0.672635,0.144161,0.1266,7,32.4,763,7.9,4.88
0.21732,2.684317,1.780847,0.584412,0.161742,230,29,298,7.3,3.34
0.065703,1.467511,0.722659,0.110839,0.042235,10,31.7,565,7.9,5.6
0.159954,3.711235,1.141524,0.401879,0.139692,86,27.6,467,7.7,7.98
0.189197,2.846252,0.400145,0.121042,0.061415,10,26.5,674,7.8,9.7
0.202217,2.482716,0.544525,0.125357,0.056868,6,25.8,601,7.8,7.5
0.130244,1.849917,0.477055,0.036028,0.001865,10,29.6,625,8,8.3
0.779366,2.290383,1.388423,0.174385,0.084145,39,31.5,682,7.8,4.54
0.15411,2.19244,0.811333,0.13671,0.08956,14,31.4,543,7.8,5.77
0.098567,2.007096,0.438482,0.064445,0.001,10,30.8,655,8,7.65
0.06631,2.48536,0.40566,0.03644,0.01267,10,25.4,589,7.9,8.91
0.05554,2.10688,0.48479,0.03632,0.06402,10,27.8,658,8.4,10.54
0.06497,1.36986,0.68888,0.08208,0.0735,10,29.5,571,8.2,11.23
0.070566,1.635303,0.499943,0.04077,0.0203,10,32.3,649,7.8,8.84
0.08419,1.52138,0.30608,0.0484,0.0359,10,31.8,606,8.4,7.67
0.1645,1.82981,0.28804,0.08619,0.07612,10,30.9,667,8.1,7.84
0.081482,2.373171,0.170452,0.06152,0.07534,10,24.3,590,8.2,7.7
0.053036,2.322191,0.341876,0.05499,0.05186,10,25.6,604,8.1,9.1
0.045597,0.634425,0.430377,0.08872,0.08872,10,30.6,660,8.3,7.73
0.120358,0.722043,0.120358,0.06443,0.03521,10,34.3,734,7.8,6.46
0.084956,2.161935,0.144586,0.08871,0.05445,10,28.6,710,8.1,9.51
0.09062,2.975106,0.35181,0.24412,0.24412,13,24.1,479,8.2,6.23
0.055074,2.701265,0.163154,0.12056,0.0633,10,24.9,562,8.1,7.53
0.137964,1.60245,0.466691,0.10349,0.10349,10,31.5,686,8.3,6.77
0.0863,0.7913,0.3575,0.0899,0.001,11,26.3,665,8.23,8.75
0.2042,5.965765,0.2042,0.116522,0.011286,14.3075,,1980.74,8.0883,7.301
0.0696,0.9679,0.8968,0.2612,0.001,80,28,834,8.18,7.52
0.0463,1.318,0.5689,0.108,0.0378,9,31.6,673,8.75,13.15
0.208,1.6613,1.5487,0.2602,0.0198,49,30,526,7.88,4.56
0.3643,1.2978,1.2618,0.1933,0.0486,45,33.4,744,7.8,5.67
0.039,2.606,0.656,0.086,0.007,7.5,31.8,790,8,11.37
0.319,2.505,1.058,0.112,0.047,12,27.5,735,7.79,6.17
0.073,1.734,0.209,0.043,0.023,10,27.3,713,8.18,9.37
0.036,1.381,0.29,0.06,0.011,10,30.6,856,8.6,10
0.099,1.252,0.436,0.096,0.034,8.7,32.2,979,7.9,9.4
0.212,0.977,0.78,0.245,0.049,37.5,31.8,771,7.9,6.2
0.18,1.647,0.653,0.188,0.083,114,31.5,377,8,5.3
0.129,1.789,0.949,0.256,0.093,156.7,30.5,450,8.1,5.8
0.167435,2.465936,0.546636,0.11988,0.0649,10,26.1,668,8.5,8.5
0.053945,0.727193,0.588539,0.079867,0.01403,13.33,28.4,723,8.5,10.97
0.10344,1.165256,0.821056,0.122588,0.0163,20,32.8,770,8,8.71
0.175172,2.727207,1.808615,0.614797,0.165143,220,29.8,296,7.1,4.08
0.122687,1.406254,0.715639,0.10074,0.038913,11,32.1,567,8.1,6.67
0.133961,3.708679,1.164069,0.407783,0.14095,88,,462,7.7,8.26
0.073796,4.203303,0.497736,0.108262,0.039954,6.5,25.2,817,7.7,7.58
0.151336,2.715426,0.647993,0.108733,0.047559,10,27.3,763,7.8,8.37
0.097596,1.730461,0.502065,0.05002,0.006305,10,29.5,736,7.8,6.62
0.143047,1.481315,0.589003,0.051873,0.022232,10,32.5,1038,7.7,6.74
0.118983,2.074671,0.675439,0.137664,0.090025,10.5,31.8,587,7.7,4.87
0.074954,1.762842,0.074954,0.095398,0.095398,10,31.5,781,8,5.68
0.06672,2.46209,0.43418,0.04455,0.02374,10,24.6,635,7.9,7.29
0.10946,1.80108,0.44535,0.03894,0.0343,10,29.1,741,8,7.77
0.07362,1.51988,0.42941,0.03427,0.04815,10,29.2,693,7.7,7.61
0.106242,1.231212,0.381152,0.03758,0.03485,10,30.1,688,7.5,4.53
0.11128,1.75109,0.43663,0.06821,0.05035,10,30.4,671,8.3,3.99
0.123,1.91319,0.38466,0.09316,0.08299,10,30.5,795,8,4.28
0.172367,2.197606,0.298337,0.05742,0.0267,10,24.7,628,7.8,5.97
0.088833,2.093074,0.530533,0.06554,0.08926,10,25.5,684,7.9,5.94
0.111528,1.31822,0.408438,0.04304,0.04304,10,29.9,831,8.5,13.51
0.240884,2.177909,1.479334,0.09946,0.02012,13,31.8,1000,8,4.88
0.088511,2.259117,0.365431,0.33625,0.33625,10,30.2,1015,7.7,6.14
0.109322,3.212752,0.478472,0.14097,0.14097,12,22.9,498,7.8,5.88
0.060071,2.178048,0.253421,0.13953,0.08321,10,24.3,650,7.7,5.61
0.046365,2.152937,0.446195,0.07574,0.06561,10,28.5,683,7.3,5.43
0.154761,1.92131,0.611149,0.08118,0.06968,10,31.8,899,8.2,4.66
0.07,0.5116,0.4089,0.1039,0.001,53.5,25.8,250,8.34,8.04
,,,,,94.05,21.1288,2829.42,7.1676,1.5035
0.0777,1.2573,0.7206,0.1376,0.0126,28.0556,25.9,340,8.16,7.24
0.0633,1.0489,0.2163,0.1218,0.013,76.6667,28.1,322,8.12,7.1
0.0685,0.5007,0.4251,0.1324,0.0202,34.5,31.1,346,8.16,6.51
0.017,3.037,0.042,0.127,0.056,10.5,30.3,711,8.15,6.4
0.068,1.181,0.729,0.188,0.031,121.667,25.6,207,7.21,7.23
0.058,1.03,0.296,0.052,0.019,23,25,236,8.35,8.55
0.085,1.181,0.382,0.074,0.018,48.5,26.4,308,8.1,8.5
0.312,1.104,0.435,0.091,0.018,70,30.1,449,8.1,7.2
0.083,1.416,0.975,0.13,0.041,65,30.7,409,8,6.5
0.096,4.45,3.462,0.774,0.07,960,29.3,381,8.2,6.1
0.13,2.521,1.172,0.303,0.084,220,32.2,637,7.9,6.5
0.093318,1.672561,0.473161,0.087036,0.01,32,25.7,343,8.8,8.71
0.08651,1.22219,0.401286,0.08209,0.029583,49,25.1,332,8.2,7.98
0.118643,1.46933,0.48033,0.107232,0.0239,56,33.3,483,8.2,6.94
0.127293,5.801893,3.143466,0.905481,0.145428,590,30.3,295,7.1,4.54
0.089441,1.826288,0.691545,0.351839,0.215295,153.33,30,750,8.2,6.37
0.068858,5.071725,3.1217,0.7871,0.16083,340,28.4,490,7.8,9.02
0.046649,1.892897,0.67591,0.093096,0.013601,25,24.6,343,8.3,8.02
0.122021,0.966427,0.466415,0.033626,0.026812,17.5,25.4,225,8.1,8.48
0.12431,1.354854,0.662852,0.076165,0.003794,75,28.8,393,8.2,7.36
0.168608,0.646295,0.479217,0.08705,0.009389,45,30.6,290,7.9,6.41
0.331019,1.072671,0.443293,0.17808,0.094808,84.44,31.7,374,7.9,4.58
0.06719,1.02857,0.53524,0.0535,0.01638,29,22.1,174,7.8,7.63
0.04842,0.95455,0.52032,0.04527,0.03191,17.5,24.1,180,8.2,8.31
0.16728,0.6288,0.47321,0.08989,0.05114,49.63,26.7,184,7.9,7.28
0.159439,0.231323,0.159439,0.0781,0.02043,48.09,29.1,198,7.7,6.86
0.313,1.949233,1.414024,0.37031,0.16308,268,29.7,311,8.6,6.66
0.35558,1.48733,0.76429,0.14215,0.071,48.89,30.8,525,8.3,6.14
0.0423,1.60559,0.48922,0.07873,0.03139,39,21.8,227,8.2,8.42
0.060892,2.239887,0.918862,0.05268,0.08541,40,22.2,271,8.3,8.82
0.043346,1.847126,1.151726,0.12638,0.0297,74.44,26.6,286,8.4,8.57
0.102912,1.444033,0.950872,0.08619,0.03623,32.41,28.1,246,8.2,7.02
0.225092,1.334293,0.882082,0.19652,0.05283,174,25.7,227,8.1,7.42
0.084941,0.766683,0.383281,0.08252,0.03218,28,19.5,145,8.1,8.06
0.051755,1.67317,0.969494,0.16861,0.0791,84.8,30.4,346,8.5,6.88
0.1335,0.6045,0.5995,0.0937,0.001,22.5,24.5,519,7.79,5.99
0.0337,0.510421,0.2172,0.163366,0.142492,9.9,26.0833,747.544,7.6048,5.9558
0.0345,1.1403,0.68,0.116,0.001,29,27.8,483,8.13,9
0.0798,1.0726,0.8356,0.1214,0.0108,17.8571,30,363,8.44,12.68
0.0507,1.297,1.2798,0.2431,0.013,24.5,31.6,408,8.58,10.75
0.0319,0.8412,0.8147,0.0937,0.0122,12,33.2,667,8.27,9.03
0.016,3.113,0.962,0.093,0.023,11.875,30.6,754,8.52,9.7
